LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Central Coast,2014,7,Area 6,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,799.27,48294.52
Central Coast,2014,7,Area 6,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,915.46,137038.17
Central Coast,2014,7,Area 7,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,746.94,114998.44
Central Coast,2014,7,Area 7,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,192.44,36455.16
Central Coast,2014,7,Area 7,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,8150.13,6271566.57
Central Coast,2014,7,Area 7,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,6636.67,3072026.90
Central Coast,2014,7,Area 7,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,1997.58,393690.77
Central Coast,2014,7,Area 7,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,2742.95,1860868.59
Central Coast,2014,7,Area 8,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,14.40,192.96
Central Coast,2014,7,Area 8,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,1522.15,573382.53
Central Coast,2014,7,Area 8,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,2145.77,4245487.65
Central Coast,2014,7,Area 8,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,776.75,61520.84
Central Coast,2014,7,Area 8,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,285.48,32555.08
Central Coast,2014,7,Area 9,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,29.69,409.79
Central Coast,2014,7,Area 9,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,14.40,192.96
Central Coast,2014,7,Area 9,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,2172.65,216235.22
Central Coast,2014,7,Area 9,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,1110.98,181990.49
Central Coast,2014,7,Area 9,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,375.63,21641.22
Central Coast,2014,7,Area 9,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,316.80,48132.24
Haida Gwaii,2014,8,Area 1,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,483.70,19763.49
Haida Gwaii,2014,8,Area 1,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,333.52,33353.72
Haida Gwaii,2014,8,Area 1,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,6166.66,1256568.98
Haida Gwaii,2014,8,Area 1,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,5959.75,3304434.81
Haida Gwaii,2014,8,Area 1,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,3219.85,587418.99
Haida Gwaii,2014,8,Area 1,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,4115.88,1549675.73
Haida Gwaii,2014,8,Area 1,Angling from shore,Coho,Adipose Marked,Kept,Legal Size,SALMON,118.59,9256.47
Haida Gwaii,2014,8,Area 1,Angling from shore,Coho,Adipose Marked,Released,Unspecified,SALMON,25.06,602.99
Haida Gwaii,2014,8,Area 1,Angling from shore,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,50.12,2411.95
Haida Gwaii,2014,8,Area 1,Angling from shore,Coho,Not Adipose Marked,Released,Unspecified,SALMON,50.12,2411.95
Central Coast,2014,8,Area 10,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,362.34,129115.67
Central Coast,2014,8,Area 10,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,724.68,516462.66
Central Coast,2014,8,Area 10,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,328.85,30825.16
Central Coast,2014,8,Area 10,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,234.97,51449.23
Central Coast,2014,8,Area 10,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,153.85,8706.15
Central Coast,2014,8,Area 10,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,241.56,57384.74
Haida Gwaii,2014,8,Area 101,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,82.50,2404.54
Haida Gwaii,2014,8,Area 101,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,166.06,20447.02
Haida Gwaii,2014,8,Area 101,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,418.38,24746.21
Haida Gwaii,2014,8,Area 101,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,369.80,38340.43
Haida Gwaii,2014,8,Area 101,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,184.28,12777.30
Haida Gwaii,2014,8,Area 101,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,373.20,62699.60
Haida Gwaii,2014,8,Area 102,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,65.56,2249.71
Haida Gwaii,2014,8,Area 102,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,29.44,807.94
Haida Gwaii,2014,8,Area 102,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,14.69,200.97
Haida Gwaii,2014,8,Area 102,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,29.44,807.94
Haida Gwaii,2014,8,Area 102,Angling from shore,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,295.50,86140.21
Haida Gwaii,2014,8,Area 102,Angling from shore,Coho,Not Adipose Marked,Released,Unspecified,SALMON,221.63,48453.87
Prince Rupert,2014,8,Area 103,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,76.82,5594.66
Prince Rupert,2014,8,Area 103,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,19.21,349.67
Prince Rupert,2014,8,Area 103,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,194.21,19370.52
Prince Rupert,2014,8,Area 103,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,96.03,8741.65
Prince Rupert,2014,8,Area 103,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,106.19,6398.55
Prince Rupert,2014,8,Area 103,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,67.85,2206.60
Prince Rupert,2014,8,Area 104,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,331.83,19174.81
Prince Rupert,2014,8,Area 104,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,52.73,2621.81
Prince Rupert,2014,8,Area 104,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,235.36,18124.05
Central Coast,2014,8,Area 105,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,21.50,440.95
Central Coast,2014,8,Area 105,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,104.23,5212.65
Central Coast,2014,8,Area 105,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,102.80,9847.70
Central Coast,2014,8,Area 106,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,63.37,2167.53
Central Coast,2014,8,Area 106,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,165.15,9625.98
Central Coast,2014,8,Area 106,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,530.06,192244.81
Central Coast,2014,8,Area 106,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,44.06,1808.76
Central Coast,2014,8,Area 107,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,169.63,13791.27
Central Coast,2014,8,Area 107,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,103.05,9897.26
Central Coast,2014,8,Area 107,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,174.12,15819.74
Central Coast,2014,8,Area 107,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,334.78,52763.12
Central Coast,2014,8,Area 108,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,237.49,27030.90
Central Coast,2014,8,Area 108,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,234.27,21297.37
Central Coast,2014,8,Area 109,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,14.72,201.98
Central Coast,2014,8,Area 109,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,29.44,807.94
Central Coast,2014,8,Area 109,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,76.82,5594.66
Central Coast,2014,8,Area 109,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,19.21,349.67
Port Hardy,2014,8,Area 11,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,135.92,4573.40
Port Hardy,2014,8,Area 11,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,200.49,19197.18
Port Hardy,2014,8,Area 11,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,889.70,90414.61
Port Hardy,2014,8,Area 11,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,918.06,136765.71
Port Hardy,2014,8,Area 11,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,107.52,11023.80
Port Hardy,2014,8,Area 11,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,150.53,21606.65
Central Coast,2014,8,Area 110,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,153.65,22378.63
Central Coast,2014,8,Area 110,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,58.88,3231.76
Port Hardy,2014,8,Area 111,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,38.41,1398.66
Port Hardy,2014,8,Area 111,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,46.98,694.27
Port Hardy,2014,8,Area 111,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,14.69,200.97
Port Hardy,2014,8,Area 12,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,785.47,56370.46
Port Hardy,2014,8,Area 12,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,115.24,12587.98
Port Hardy,2014,8,Area 12,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,6908.89,2115186.64
Port Hardy,2014,8,Area 12,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,4422.96,2471035.19
Port Hardy,2014,8,Area 12,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,1390.59,782548.20
Port Hardy,2014,8,Area 12,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,3136.15,4469586.29
Port Hardy,2014,8,Area 12,Angling from shore,Coho,Not Checked,Released,Unspecified,SALMON,264.34,65115.43
Port Renfrew,2014,8,Area 121,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,1545.87,217193.93
Port Renfrew,2014,8,Area 121,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,201.41,11301.53
Port Renfrew,2014,8,Area 121,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,639.19,46228.19
Port Renfrew,2014,8,Area 121,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,1538.60,528564.54
Port Renfrew,2014,8,Area 121,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,178.88,6899.95
Barkley,2014,8,Area 123,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,4763.10,852423.53
Barkley,2014,8,Area 123,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,2324.64,937623.04
Barkley,2014,8,Area 123,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,4045.01,425057.20
Barkley,2014,8,Area 123,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,5406.22,2351919.77
Barkley,2014,8,Area 123,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,1380.66,193004.60
Barkley,2014,8,Area 123,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,1446.23,298675.41
Tofino,2014,8,Area 124,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,1574.68,118510.02
Tofino,2014,8,Area 124,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,284.84,20195.77
Tofino,2014,8,Area 124,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,1277.61,111420.74
Tofino,2014,8,Area 124,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,1487.06,278538.03
Tofino,2014,8,Area 124,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,688.38,58327.07
Tofino,2014,8,Area 124,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,175.10,9162.98
Tahsis/Nootka,2014,8,Area 125,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,1583.28,244489.80
Tahsis/Nootka,2014,8,Area 125,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,497.19,32441.50
Tahsis/Nootka,2014,8,Area 125,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,1593.59,323162.25
Tahsis/Nootka,2014,8,Area 125,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,816.02,86406.00
Tahsis/Nootka,2014,8,Area 125,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,276.65,9003.92
Tahsis/Nootka,2014,8,Area 125,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,1179.74,478109.81
Kyuquot,2014,8,Area 126,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,278.71,11205.22
Kyuquot,2014,8,Area 126,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,876.20,414923.61
Kyuquot,2014,8,Area 126,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,636.27,77459.34
Kyuquot,2014,8,Area 126,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,1561.94,1453130.11
Kyuquot,2014,8,Area 126,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,473.46,69837.66
Kyuquot,2014,8,Area 126,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,284.87,47359.22
Winter Harbour,2014,8,Area 127,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,1855.56,363305.10
Winter Harbour,2014,8,Area 127,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,430.72,86925.56
Winter Harbour,2014,8,Area 127,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,3263.70,1822396.89
Winter Harbour,2014,8,Area 127,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,4066.11,3892850.17
Winter Harbour,2014,8,Area 127,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,75.18,5426.90
Campbell River,2014,8,Area 13,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,2034.40,541943.65
Campbell River,2014,8,Area 13,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,755.93,257096.92
Campbell River,2014,8,Area 13,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,4902.88,1283979.72
Campbell River,2014,8,Area 13,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,2725.38,1220064.05
Campbell River,2014,8,Area 13,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,272.23,14888.06
Campbell River,2014,8,Area 13,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,937.85,278242.13
Campbell River,2014,8,Area 13,Angling from shore,Coho,Adipose Marked,Kept,Legal Size,SALMON,120.78,14346.19
Campbell River,2014,8,Area 13,Angling from shore,Coho,Adipose Marked,Released,Unspecified,SALMON,147.75,21535.05
Campbell River,2014,8,Area 13,Angling from shore,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,60.39,3586.55
Campbell River,2014,8,Area 13,Angling from shore,Coho,Not Adipose Marked,Released,Unspecified,SALMON,29.44,807.94
Campbell River,2014,8,Area 14,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,1582.05,203151.60
Campbell River,2014,8,Area 14,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,1242.40,552176.54
Campbell River,2014,8,Area 14,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,1681.44,238343.39
Campbell River,2014,8,Area 14,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,3047.26,1463056.66
Campbell River,2014,8,Area 14,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,52.73,1455.02
Campbell River,2014,8,Area 14,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,700.88,118267.13
Haida Gwaii,2014,8,Area 142,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,220.81,45446.59
Haida Gwaii,2014,8,Area 142,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,1101.73,139775.65
Haida Gwaii,2014,8,Area 142,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,1211.56,272862.91
Haida Gwaii,2014,8,Area 142,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,414.14,33009.36
Haida Gwaii,2014,8,Area 142,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,205.88,20162.08
Sunshine Coast,2014,8,Area 15,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,73.88,5383.76
Sunshine Coast,2014,8,Area 15,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,241.56,57384.74
Sunshine Coast,2014,8,Area 15,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,29.37,803.89
Sunshine Coast,2014,8,Area 16,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,73.88,5383.76
Sunshine Coast,2014,8,Area 16,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,73.88,5383.76
Sunshine Coast,2014,8,Area 16,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,75.08,3787.52
Nanaimo,2014,8,Area 17,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,404.47,58153.43
Nanaimo,2014,8,Area 17,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,182.84,10123.87
Nanaimo,2014,8,Area 17,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,653.80,115145.23
Nanaimo,2014,8,Area 17,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,1836.41,1142280.08
Nanaimo,2014,8,Area 17,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,1201.22,936829.54
Nanaimo,2014,8,Area 18,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,73.88,5383.76
Victoria,2014,8,Area 19 (GS),Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,17.58,291.31
Victoria,2014,8,Area 19 (GS),Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,17.58,291.31
Victoria,2014,8,Area 19 (JDF),Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,575.74,103821.35
Victoria,2014,8,Area 19 (JDF),Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,87.88,7282.81
Victoria,2014,8,Area 19 (JDF),Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,38.41,1398.66
Victoria,2014,8,Area 19 (JDF),Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,1469.41,954155.32
Victoria,2014,8,Area 19 (JDF),Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,29.37,803.89
Victoria,2014,8,Area 19 (JDF),Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,14.69,200.97
Victoria,2014,8,Area 20,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,7737.98,2740981.30
Victoria,2014,8,Area 20,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,2532.95,2553185.88
Victoria,2014,8,Area 20,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,1753.08,1145655.54
Victoria,2014,8,Area 20,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,12116.38,17664248.14
Victoria,2014,8,Area 20,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,25.06,602.99
Victoria,2014,8,Area 20,Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,135.47,14547.16
Port Renfrew,2014,8,Area 21,Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,546.85,82640.11
Port Renfrew,2014,8,Area 21,Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,443.26,139941.88
Port Renfrew,2014,8,Area 21,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,269.84,25156.84
Port Renfrew,2014,8,Area 21,Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,1159.40,313955.35
Port Renfrew,2014,8,Area 22,Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,88.56,5584.74
Port Renfrew,2014,8,Area 22,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,88.11,4013.25
Port Alberni,2014,8,Area 23 (Alberni Canal),Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,747.57,218347.71
Port Alberni,2014,8,Area 23 (Alberni Canal),Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,29.37,803.89
Port Alberni,2014,8,Area 23 (Alberni Canal),Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,1307.52,383393.75
Port Alberni,2014,8,Area 23 (Alberni Canal),Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,54.43,1406.88
Port Alberni,2014,8,Area 23 (Alberni Canal),Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,73.60,2619.52
Port Alberni,2014,8,Area 23 (Alberni Canal),Angling from boat,Coho,Not Checked,Released,Unspecified,SALMON,44.16,1007.83
Barkley,2014,8,Area 23 (Barkley),Angling from boat,Coho,Adipose Marked,Kept,Legal Size,SALMON,3318.23,906378.10
Barkley,2014,8,Area 23 (Barkley),Angling from boat,Coho,Adipose Marked,Released,Unspecified,SALMON,515.64,56311.83
Barkley,2014,8,Area 23 (Barkley),Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,2633.72,415637.04
Barkley,2014,8,Area 23 (Barkley),Angling from boat,Coho,Not Adipose Marked,Released,Unspecified,SALMON,1462.12,320997.66
