recY,proj,stock,run,prod_area,stat_area,area,catch,Escape
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,71.91,1142.41
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,22.92,523.22
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,20.81,641.97
1987,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,96.52,790.4
1987,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,17.8,774.58
1983,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.84,6.72
1983,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,14.99,10.51
1985,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,23.22,1116.42
1986,Inch Cr,Blaney Cr/LWFR,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,143.64,97.59
1986,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,31.14,160.3
1986,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,27.33,194.23
1986,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,31.98,341.59
1986,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,59.38,362.38
1986,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,17.83,281.18
1986,Inch Cr,Norrish Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,73.92,87.25
1986,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,39.48,103.82
1987,Inch Cr,Blaney Cr/LWFR,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,325.49,16.17
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,62.72,531.01
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,48.11,572.25
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,37.89,156.82
1987,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,29.32,31.97
1987,Inch Cr,Norrish Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,87.2,262.75
1987,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,14.37,12.79
1987,Kanaka Cr,Kanaka Cr,Fall,LWFR,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,22.86,0
1986,Kispiox R,Kispiox R,Summer,SKNA,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,5.02,0
1986,Kitimat R,Kitimat R,Fall,NCST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,30.24,0
1986,Kitimat R,Kitimat R,Fall,NCST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,80.48,0
1986,L Campbell R,L Campbell R,Fall,GSMS,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.31,0
1987,L Qualicum R,L Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,15.1,0
1987,L Qualicum R,L Qualicum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,7.97,1.9
1983,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,64.57,0
1983,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,35.29,0
1983,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,34.11,0
1983,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,60.6,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,12.46,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,31.34,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,41.67,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,67.16,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,21.07,0
1985,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,32.04,0
1985,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,24.37,0
1985,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,15.55,0
1987,Nanaimo R,Millstone R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,29.73,0
1987,Nanaimo R,Millstone R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,5.02,0
1987,Nanaimo R,Millstone R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,19.95,0
1985,Nitinat R,Nitinat R,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,28.51,0
1984,Noons Cr,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,34.98,0
1986,P Hardy/Quatse,Cluxewe R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,21.84,0
1986,P Hardy/Quatse,Quatse R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1163.37,0
1987,P Hardy/Quatse,Cluxewe R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,122.04,0
1987,P Hardy/Quatse,Quatse R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,173.03,0
1988,P Hardy/Quatse,Quatse R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,24.19,0
1986,P Hardy/Stephens,Stephens Cr,Fall,NWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,193.12,0
1984,Pallant Cr,Pallant Cr,Fall,QCI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,11.46,1341.17
1987,Powell R,Lang Cr,Summer,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,10.9,163.69
1987,Powell R,Lang Cr,Summer,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,5.13,474.89
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,102.52,844.16
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,2603.55,3798.85
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3361.42,7377.95
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3760.27,7032
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,190.25,4123.7
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,222.46,1689.65
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1649.44,10182.58
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,96.81,0
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1282.24,4993.36
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,579.5,3318.23
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,593.97,1722.11
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,297.32,2039.79
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,480.18,9377.93
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,839.79,10523.39
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1364.76,9247.35
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1267.04,7810.75
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,146.57,109.25
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,712.76,871.95
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,40.84,43.42
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,412.55,482.62
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,27.46,0
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,234.09,408.41
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.89,0
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,104.82,83.82
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1792.77,1885.33
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1103.97,974.46
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,456.23,549.61
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,704.26,390.81
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3073.78,2428.36
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1498.49,1386.85
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1081.68,713.14
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1169.76,563.82
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,194.77,385.08
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,8.08,31.99
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,635.13,768.51
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,12.65,19.75
1988,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,4.88,0
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,32.72,391.33
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,24.04,63.99
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,34.79,55.58
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,62.86,77.83
1988,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,12.41,8.79
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,48.49,52.25
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,189.4,400.86
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,556.06,1165.5
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1469.93,1598.99
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,34.77,116.68
1987,Puntledge R,Tsolum R,Fall,GSVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,254.16,218.6
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,2528.91,5896.77
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1430.45,4356.48
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,500.04,2932.63
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3340.9,6964.28
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,592.98,788
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,90.55,418.2
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,120.71,689.4
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,54.89,372.97
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,40.06,633.62
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,71.24,595.15
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,53.42,395.51
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,127.45,852.53
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,50.22,627.51
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,166.35,466.83
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,152.18,399.66
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,125.13,399.63
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,66.44,487.69
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1333.3,5682.56
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,21.5,186.13
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.5,161.94
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,27.43,206.76
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,18.37,127.49
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,46.88,151.57
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,18.47,127.5
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,37.94,110.3
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,36.85,124.08
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,44.37,168.96
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,54.01,357.37
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,119.67,415.17
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,89.37,407.93
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,117.85,427.67
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,86.29,400.31
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,63.72,365.78
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,126.69,586.53
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,122.55,534.32
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,248.9,638.77
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,175.16,2340.44
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,115.31,656.61
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,315.23,1371.35
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,438.51,3823.08
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,533.47,4429.23
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,80.82,622.47
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,100.75,542.65
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.61,444.24
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,82.98,470.96
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,58.66,401.19
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,33.36,436.05
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,45.28,630.31
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,57.28,521.61
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,71.47,573.75
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,70.01,457.35
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,49.54,494.19
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,45.36,381.1
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,119.28,750.95
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,46.2,684.37
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,45.43,503.11
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,72.02,568.22
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,54.66,580.2
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,53.13,468.15
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,186.11,1274.51
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,466.99,860.95
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,433.94,773.98
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,473.39,867.19
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,177.96,342.29
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,195.96,315.6
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,311.45,352.48
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,119.5,258.85
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,191.25,263.62
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,5674.86,6516.92
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,4887.46,6491.38
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,5184.54,6606.14
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,804.52,1215.11
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,685.1,1444.39
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,164.38,162
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3.89,2
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,156.79,155.56
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,248.01,297.43
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,5.03,1
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,231.38,303.74
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,619.68,2793.9
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,512.48,2192.3
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,442.74,2041.55
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,889.94,2257.91
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,620.22,2250.35
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,725.36,2967.58
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,611.31,1939.67
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,668.58,2719.59
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,66.32,153.24
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,58.94,216.66
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,72.14,190.03
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,92.41,195.82
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,42.55,126.3
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.01,155.88
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,43.21,48.49
1983,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,209.37,3038.48
1983,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1483.43,11224.05
1983,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,110.3,1792.42
1984,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,186.21,3800.9
1984,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,173.46,1301.51
1984,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1203.22,9416.15
1985,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,65.22,847.14
1985,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,26.54,1209.63
1985,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,851.47,7467.6
1986,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,526.9,5437.2
1986,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,1458.19,17857.13
1987,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,498.44,5670.99
1987,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,405.66,6318.67
1987,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,316.6,6397.55
1985,Sachs Cr,Haans Cr,Fall,QCI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,3.88,0
1985,San Juan R,San Juan R,Fall,SWVI,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,18.2,0
1985,Scott Cv Cr,Gilford Is Cr,Fall,JNST,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,80.54,0
1983,Sechelt,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,22.41,1.37
1984,Sechelt,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,9.72,0
1984,Sechelt,Maclean Bay,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,8.25,0
1985,Sechelt,Capilano R,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,25.68,0
1986,Sechelt,Maclean Bay,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,21.25,0
1986,Sechelt,Maclean Bay,Fall,GSMN,"1PFMA 11, 111 (STAT AREA 11)-T",11/111,6.42,0
