Stock,Recovery Type,Year,Age 2,Age 3,Age 4,Age 5,Age 6,Total,% Age 2,% Age 3,% Age 4,% Age 5,% Age 6
Saloompt R,Escapement,1999,,284,"1,997",276,,"2,557",0,11.1,78.1,10.8,0
Saloompt R,Escapement,2000,,223,"2,807",18,,"3,048",0,7.3,92.1,0.6,0
Saloompt R,Escapement,2001,,264,"2,745",220,,"3,229",0,8.2,85,6.8,0
Saloompt R,Escapement,2002,,200,"1,084",367,,"1,651",0,12.1,65.7,22.2,0
Saloompt R,Escapement,2003,,"1,168","3,023",92,,"4,283",0,27.3,70.6,2.1,0
Saloompt R,Escapement,2004,,161,"8,089",552,,"8,802",0,1.8,91.9,6.3,0
Saloompt R,Escapement,2005,,50,"1,071",272,,"1,393",0,3.6,76.9,19.5,0
Saloompt R,Escapement,2006,,290,"1,042",44,,"1,376",0,21.1,75.7,3.2,0
Saloompt R,Escapement,2007,,,"1,245",54,,"1,299",0,0,95.8,4.2,0
Saloompt R,Escapement,2008,,716,,324,,"1,040",0,68.8,0,31.2,0
Saloompt R,Escapement,2009,,98,"1,872",,,"1,970",0,5,95,0,0
Saloompt R,Escapement,2010,,269,551,170,,990,0,27.2,55.7,17.2,0
Saloompt R,Escapement,2011,,,"5,290",231,,"5,521",0,0,95.8,4.2,0
Saloompt R,Escapement,2012,,918,"2,810","1,288",,"5,016",0,18.3,56,25.7,0
Saloompt R,Escapement,2013,,183,"4,463",508,,"5,154",0,3.6,86.6,9.9,0
Saloompt R,Escapement,2014,,965,936,331,,"2,232",0,43.2,41.9,14.8,0
Saloompt R,Escapement,2015,,612,"4,697",203,,"5,512",0,11.1,85.2,3.7,0
Saloompt R,Catch + Escapement,1982,,"1,861",,,,"1,861",0,100,0,0,0
Saloompt R,Catch + Escapement,1983,,"2,678","7,325",,,"10,003",0,26.8,73.2,0,0
Saloompt R,Catch + Escapement,1984,,"2,035","11,878",439,,"14,352",0,14.2,82.8,3.1,0
Saloompt R,Catch + Escapement,1985,,"6,736","6,174",646,,"13,556",0,49.7,45.5,4.8,0
Saloompt R,Catch + Escapement,1986,,"4,760","61,895",190,,"66,845",0,7.1,92.6,0.3,0
Saloompt R,Catch + Escapement,1987,,"12,459","26,551","14,053",,"53,063",0,23.5,50,26.5,0
Saloompt R,Catch + Escapement,1988,,"11,172","104,859","7,949","1,020","125,000",0,8.9,83.9,6.4,0.8
Saloompt R,Catch + Escapement,1989,,"10,489","17,249","6,591",,"34,329",0,30.6,50.2,19.2,0
Saloompt R,Catch + Escapement,1990,,"1,498","23,873","1,938",204,"27,513",0,5.4,86.8,7,0.7
Saloompt R,Catch + Escapement,1991,,"1,316","5,494","2,743",,"9,553",0,13.8,57.5,28.7,0
Saloompt R,Catch + Escapement,1992,,"2,333","10,539",582,49,"13,503",0,17.3,78,4.3,0.4
Saloompt R,Catch + Escapement,1993,,"3,403","6,295","1,381",39,"11,118",0,30.6,56.6,12.4,0.4
Saloompt R,Catch + Escapement,1994,,"4,423","13,002","1,371",47,"18,843",0,23.5,69,7.3,0.2
Saloompt R,Catch + Escapement,1995,,"11,798","29,235","1,528",53,"42,614",0,27.7,68.6,3.6,0.1
Saloompt R,Catch + Escapement,1996,,"4,604","9,935",734,,"15,273",0,30.1,65,4.8,0
Saloompt R,Catch + Escapement,1997,,"10,051","9,054",115,,"19,220",0,52.3,47.1,0.6,0
Saloompt R,Catch + Escapement,1998,,"2,352","27,411","1,703",,"31,466",0,7.5,87.1,5.4,0
Saloompt R,Catch + Escapement,1999,,"1,123","4,704","1,480",,"7,307",0,15.4,64.4,20.3,0
Saloompt R,Catch + Escapement,2000,,742,"6,186",215,,"7,143",0,10.4,86.6,3,0
Saloompt R,Catch + Escapement,2001,,"7,907","22,227","1,453",,"31,587",0,25,70.4,4.6,0
Saloompt R,Catch + Escapement,2002,,"11,139","13,909","3,665",51,"28,764",0,38.7,48.4,12.7,0.2
Saloompt R,Catch + Escapement,2003,,"12,105","39,090","1,368",262,"52,825",0,22.9,74,2.6,0.5
Saloompt R,Catch + Escapement,2004,,"7,376","70,320","9,299",,"86,995",0,8.5,80.8,10.7,0
Saloompt R,Catch + Escapement,2005,,"2,765","9,535",940,,"13,240",0,20.9,72,7.1,0
Saloompt R,Catch + Escapement,2006,,"3,986","23,060",893,,"27,939",0,14.3,82.5,3.2,0
Saloompt R,Catch + Escapement,2007,,,"12,216","1,338",,"13,554",0,0,90.1,9.9,0
Saloompt R,Catch + Escapement,2008,,716,,598,,"1,314",0,54.5,0,45.5,0
Saloompt R,Catch + Escapement,2009,,216,"3,334",,,"3,550",0,6.1,93.9,0,0
Saloompt R,Catch + Escapement,2010,,269,551,170,,990,0,27.2,55.7,17.2,0
Saloompt R,Catch + Escapement,2011,,,"8,145",231,,"8,376",0,0,97.2,2.8,0
Saloompt R,Catch + Escapement,2012,,"7,193","4,791","3,892",,"15,876",0,45.3,30.2,24.5,0
Saloompt R,Catch + Escapement,2013,,"2,282","24,469","1,943",57,"28,751",0,7.9,85.1,6.8,0.2
Saloompt R,Catch + Escapement,2014,,"3,028","4,084",743,,"7,855",0,38.5,52,9.5,0
Saloompt R,Catch + Escapement,2015,,"2,652","37,397",786,,"40,835",0,6.5,91.6,1.9,0
Saloompt R,Catch + Escapement,2016,,"5,909","5,909","1,083",,"12,901",0,45.8,45.8,8.4,0
Saloompt R,Catch + Escapement,2017,,"2,358","9,233",740,,"12,331",0,19.1,74.9,6,0
Saloompt R,Catch + Escapement,2018,,"14,743","8,140",548,,"23,431",0,62.9,34.7,2.3,0
Sliammon R,Catch,1990,,,,324,33,357,0,0,0,90.8,9.2
Sliammon R,Catch,1996,,77,,,,77,0,100,0,0,0
Sliammon R,Catch,1997,,,"1,687",,,"1,687",0,0,100,0,0
Sliammon R,Catch,1998,,593,774,"2,043",,"3,410",0,17.4,22.7,59.9,0
Sliammon R,Catch,1999,,,23,,,23,0,0,100,0,0
Sliammon R,Catch,2000,,,248,41,,289,0,0,85.8,14.2,0
Sliammon R,Catch,2001,,,849,,,849,0,0,100,0,0
Sliammon R,Catch,2002,,574,,,,574,0,100,0,0,0
Sliammon R,Catch,2003,,94,"1,939",,,"2,033",0,4.6,95.4,0,0
Sliammon R,Catch,2004,,,656,"1,192",,"1,848",0,0,35.5,64.5,0
Sliammon R,Catch,2005,,138,,521,,659,0,23.7,0,76.3,0
Sliammon R,Catch,2006,,,"2,681",,,"2,681",0,0,100,0,0
Sliammon R,Catch,2007,,,,430,,430,0,0,0,100,0
Sliammon R,Escapement,1996,,719,,,,719,0,100,0,0,0
Sliammon R,Escapement,1997,,,"3,530",,,"3,530",0,0,100,0,0
Sliammon R,Escapement,1998,,"1,864","1,423",110,,"3,397",0,54.9,41.9,3.2,0
Sliammon R,Escapement,1999,,,17,,,17,0,0,100,0,0
Sliammon R,Escapement,2004,,,"2,403","1,841",,"4,244",0,0,56.6,43.4,0
Sliammon R,Catch + Escapement,1990,,,,324,33,357,0,0,0,90.8,9.2
Sliammon R,Catch + Escapement,1996,,796,,,,796,0,100,0,0,0
Sliammon R,Catch + Escapement,1997,,,"5,217",,,"5,217",0,0,100,0,0
Sliammon R,Catch + Escapement,1998,,"2,457","2,197","2,154",,"6,808",0,36.1,32.3,31.6,0
Sliammon R,Catch + Escapement,1999,,,40,,,40,0,0,100,0,0
Sliammon R,Catch + Escapement,2000,,,248,41,,289,0,0,85.8,14.2,0
Sliammon R,Catch + Escapement,2001,,,849,,,849,0,0,100,0,0
Sliammon R,Catch + Escapement,2002,,574,,,,574,0,100,0,0,0
Sliammon R,Catch + Escapement,2003,,94,"1,939",,,"2,033",0,4.6,95.4,0,0
Sliammon R,Catch + Escapement,2004,,,"3,059","3,033",,"6,092",0,0,50.2,49.8,0
Sliammon R,Catch + Escapement,2005,,138,,521,,659,0,23.7,0,76.3,0
Sliammon R,Catch + Escapement,2006,,,"2,681",,,"2,681",0,0,100,0,0
Sliammon R,Catch + Escapement,2007,,,,430,,430,0,0,0,100,0
Snootli Cr,Catch,1981,,197,,,,197,0,100,0,0,0
Snootli Cr,Catch,1982,,"1,157",53,,,"1,210",0,95.6,4.4,0,0
Snootli Cr,Catch,1983,,"1,987","5,677",35,,"7,699",0,25.8,73.7,0.5,0
Snootli Cr,Catch,1984,,"2,040","1,660",82,,"3,782",0,53.9,43.9,2.2,0
Snootli Cr,Catch,1985,,"2,541","6,488",343,,"9,372",0,27.1,69.2,3.7,0
Snootli Cr,Catch,1986,,"3,879","19,349",582,,"23,810",0,16.3,81.3,2.4,0
Snootli Cr,Catch,1987,,"5,743","25,165","5,057",,"35,965",0,16,70,14.1,0
Snootli Cr,Catch,1988,,"7,849","64,440","8,870",336,"81,495",0,9.6,79.1,10.9,0.4
Snootli Cr,Catch,1989,,"6,869","15,230","6,220",,"28,319",0,24.3,53.8,22,0
Snootli Cr,Catch,1990,,"1,252","18,530","1,476",94,"21,352",0,5.9,86.8,6.9,0.4
Snootli Cr,Catch,1991,,883,"4,392","2,370",,"7,645",0,11.6,57.4,31,0
Snootli Cr,Catch,1992,,"1,441","6,095",378,,"7,914",0,18.2,77,4.8,0
Snootli Cr,Catch,1993,,"3,313","3,603",827,34,"7,777",0,42.6,46.3,10.6,0.4
Snootli Cr,Catch,1994,,"4,728","10,762","1,049",50,"16,589",0,28.5,64.9,6.3,0.3
Snootli Cr,Catch,1995,,"10,122","26,060","1,392",36,"37,610",0,26.9,69.3,3.7,0.1
Snootli Cr,Catch,1996,126,"3,257","6,127",496,,"10,006",1.3,32.6,61.2,5,0
Snootli Cr,Catch,1997,,"5,753","3,823",48,,"9,624",0,59.8,39.7,0.5,0
Snootli Cr,Catch,1998,,"1,940","11,858",454,,"14,252",0,13.6,83.2,3.2,0
Snootli Cr,Catch,1999,,"1,696","2,780",154,,"4,630",0,36.6,60,3.3,0
Snootli Cr,Catch,2000,,279,"2,937",202,,"3,418",0,8.2,85.9,5.9,0
Snootli Cr,Catch,2001,,"7,428","7,539",947,,"15,914",0,46.7,47.4,6,0
Snootli Cr,Catch,2002,,"7,861","12,465","1,159",,"21,485",0,36.6,58,5.4,0
Snootli Cr,Catch,2003,,"10,483","27,707","1,241",,"39,431",0,26.6,70.3,3.1,0
Snootli Cr,Catch,2004,,"7,253","59,649","3,202",,"70,104",0,10.3,85.1,4.6,0
Snootli Cr,Catch,2005,,"1,845","7,790",640,75,"10,350",0,17.8,75.3,6.2,0.7
Snootli Cr,Catch,2006,,"6,473","17,878","1,170",,"25,521",0,25.4,70.1,4.6,0
Snootli Cr,Catch,2007,,,"8,683",914,154,"9,751",0,0,89,9.4,1.6
Snootli Cr,Catch,2008,,,,73,,73,0,0,0,100,0
Snootli Cr,Catch,2009,,118,"1,420",,,"1,538",0,7.7,92.3,0,0
Snootli Cr,Catch,2011,,,"2,863",,,"2,863",0,0,100,0,0
Snootli Cr,Catch,2012,,"13,538","1,958","2,610",,"18,106",0,74.8,10.8,14.4,0
Snootli Cr,Catch,2013,,"4,025","43,160","1,418",57,"48,660",0,8.3,88.7,2.9,0.1
Snootli Cr,Catch,2014,,"2,124","6,038",889,,"9,051",0,23.5,66.7,9.8,0
Snootli Cr,Catch,2015,,"5,389","33,668","1,119",,"40,176",0,13.4,83.8,2.8,0
Snootli Cr,Catch,2016,,"12,143","15,604","1,115",,"28,862",0,42.1,54.1,3.9,0
Snootli Cr,Catch,2017,,"4,589","18,975","1,953",,"25,517",0,18,74.4,7.7,0
Snootli Cr,Catch,2018,,"13,365","15,839","1,125",,"30,329",0,44.1,52.2,3.7,0
Snootli Cr,Escapement,1981,,15,,,,15,0,100,0,0,0
Snootli Cr,Escapement,1982,,563,61,,,624,0,90.2,9.8,0,0
Snootli Cr,Escapement,1983,,358,"4,630",17,,"5,005",0,7.2,92.5,0.3,0
Snootli Cr,Escapement,1984,,98,"6,732",502,,"7,332",0,1.3,91.8,6.8,0
Snootli Cr,Escapement,1985,,"1,877","2,145",30,,"4,052",0,46.3,52.9,0.7,0
Snootli Cr,Escapement,1986,,285,"3,829",,,"4,114",0,6.9,93.1,0,0
Snootli Cr,Escapement,1987,,142,"2,394",839,,"3,375",0,4.2,70.9,24.9,0
Snootli Cr,Escapement,1988,,90,"2,541",708,17,"3,356",0,2.7,75.7,21.1,0.5
Snootli Cr,Escapement,1989,,747,"3,557","1,615",,"5,919",0,12.6,60.1,27.3,0
Snootli Cr,Escapement,1990,,58,"1,406",177,,"1,641",0,3.5,85.7,10.8,0
Snootli Cr,Escapement,1991,,501,599,117,,"1,217",0,41.2,49.2,9.6,0
Snootli Cr,Escapement,1992,,888,"4,990",140,66,"6,084",0,14.6,82,2.3,1.1
Snootli Cr,Escapement,1993,,299,"2,679",626,,"3,604",0,8.3,74.3,17.4,0
Snootli Cr,Escapement,1994,,618,"2,901",320,,"3,839",0,16.1,75.6,8.3,0
Snootli Cr,Escapement,1995,,898,"3,082",224,17,"4,221",0,21.3,73,5.3,0.4
Snootli Cr,Escapement,1996,,752,"3,227",246,,"4,225",0,17.8,76.4,5.8,0
Snootli Cr,Escapement,1997,,"1,701","2,500",94,,"4,295",0,39.6,58.2,2.2,0
Snootli Cr,Escapement,1998,,475,"7,969",442,,"8,886",0,5.3,89.7,5,0
Snootli Cr,Escapement,1999,,71,"2,051",177,,"2,299",0,3.1,89.2,7.7,0
Snootli Cr,Escapement,2000,,67,"2,330",18,,"2,415",0,2.8,96.5,0.7,0
Snootli Cr,Escapement,2001,,256,"1,831",221,,"2,308",0,11.1,79.3,9.6,0
Snootli Cr,Escapement,2002,,439,"1,053",119,,"1,611",0,27.3,65.4,7.4,0
Snootli Cr,Escapement,2003,,"1,119","8,319",89,,"9,527",0,11.7,87.3,0.9,0
Snootli Cr,Escapement,2004,,,"7,753",732,,"8,485",0,0,91.4,8.6,0
Snootli Cr,Escapement,2005,,284,"1,215",261,,"1,760",0,16.1,69,14.8,0
Snootli Cr,Escapement,2006,,263,"2,003",284,,"2,550",0,10.3,78.5,11.1,0
Snootli Cr,Escapement,2007,,,"1,753",80,,"1,833",0,0,95.6,4.4,0
Snootli Cr,Escapement,2008,,696,,655,,"1,351",0,51.5,0,48.5,0
Snootli Cr,Escapement,2009,,98,"1,820",,,"1,918",0,5.1,94.9,0,0
Snootli Cr,Escapement,2010,,269,553,166,,988,0,27.2,56,16.8,0
Snootli Cr,Escapement,2011,,,"5,302",232,,"5,534",0,0,95.8,4.2,0
Snootli Cr,Escapement,2012,,"1,980","2,776","1,291",,"6,047",0,32.7,45.9,21.3,0
Snootli Cr,Escapement,2013,,351,"9,628",502,,"10,481",0,3.3,91.9,4.8,0
Snootli Cr,Escapement,2014,,994,"1,796",713,,"3,503",0,28.4,51.3,20.4,0
Snootli Cr,Escapement,2015,,"1,615","4,836",389,,"6,840",0,23.6,70.7,5.7,0
Snootli Cr,Catch + Escapement,1981,,212,,,,212,0,100,0,0,0
Snootli Cr,Catch + Escapement,1982,,"1,720",114,,,"1,834",0,93.8,6.2,0,0
Snootli Cr,Catch + Escapement,1983,,"2,345","10,307",52,,"12,704",0,18.5,81.1,0.4,0
Snootli Cr,Catch + Escapement,1984,,"2,138","8,392",584,,"11,114",0,19.2,75.5,5.3,0
Snootli Cr,Catch + Escapement,1985,,"4,418","8,633",373,,"13,424",0,32.9,64.3,2.8,0
Snootli Cr,Catch + Escapement,1986,,"4,164","23,178",582,,"27,924",0,14.9,83,2.1,0
Snootli Cr,Catch + Escapement,1987,,"5,885","27,559","5,896",,"39,340",0,15,70.1,15,0
Snootli Cr,Catch + Escapement,1988,,"7,939","66,981","9,578",353,"84,851",0,9.4,78.9,11.3,0.4
Snootli Cr,Catch + Escapement,1989,,"7,616","18,787","7,835",,"34,238",0,22.2,54.9,22.9,0
Snootli Cr,Catch + Escapement,1990,,"1,310","19,936","1,653",94,"22,993",0,5.7,86.7,7.2,0.4
Snootli Cr,Catch + Escapement,1991,,"1,384","4,991","2,488",,"8,863",0,15.6,56.3,28.1,0
Snootli Cr,Catch + Escapement,1992,,"2,328","11,085",518,66,"13,997",0,16.6,79.2,3.7,0.5
Snootli Cr,Catch + Escapement,1993,,"3,613","6,282","1,453",34,"11,382",0,31.7,55.2,12.8,0.3
Snootli Cr,Catch + Escapement,1994,,"5,347","13,663","1,368",50,"20,428",0,26.2,66.9,6.7,0.2
Snootli Cr,Catch + Escapement,1995,,"11,020","29,142","1,616",52,"41,830",0,26.3,69.7,3.9,0.1
Snootli Cr,Catch + Escapement,1996,126,"4,008","9,355",742,,"14,231",0.9,28.2,65.7,5.2,0
Snootli Cr,Catch + Escapement,1997,,"7,453","6,323",142,,"13,918",0,53.5,45.4,1,0
Snootli Cr,Catch + Escapement,1998,,"2,415","19,827",896,,"23,138",0,10.4,85.7,3.9,0
Snootli Cr,Catch + Escapement,1999,,"1,767","4,831",331,,"6,929",0,25.5,69.7,4.8,0
Snootli Cr,Catch + Escapement,2000,,346,"5,267",220,,"5,833",0,5.9,90.3,3.8,0
Snootli Cr,Catch + Escapement,2001,,"7,685","9,370","1,168",,"18,223",0,42.2,51.4,6.4,0
Snootli Cr,Catch + Escapement,2002,,"8,301","13,518","1,278",,"23,097",0,35.9,58.5,5.5,0
Snootli Cr,Catch + Escapement,2003,,"11,603","36,026","1,330",,"48,959",0,23.7,73.6,2.7,0
Snootli Cr,Catch + Escapement,2004,,"7,253","67,402","3,934",,"78,589",0,9.2,85.8,5,0
Snootli Cr,Catch + Escapement,2005,,"2,129","9,005",901,75,"12,110",0,17.6,74.4,7.4,0.6
Snootli Cr,Catch + Escapement,2006,,"6,736","19,880","1,453",,"28,069",0,24,70.8,5.2,0
Snootli Cr,Catch + Escapement,2007,,,"10,436",994,154,"11,584",0,0,90.1,8.6,1.3
Snootli Cr,Catch + Escapement,2008,,696,,727,,"1,423",0,48.9,0,51.1,0
Snootli Cr,Catch + Escapement,2009,,216,"3,240",,,"3,456",0,6.3,93.8,0,0
Snootli Cr,Catch + Escapement,2010,,269,553,166,,988,0,27.2,56,16.8,0
Snootli Cr,Catch + Escapement,2011,,,"8,165",232,,"8,397",0,0,97.2,2.8,0
Snootli Cr,Catch + Escapement,2012,,"15,519","4,735","3,902",,"24,156",0,64.2,19.6,16.2,0
Snootli Cr,Catch + Escapement,2013,,"4,377","52,788","1,920",57,"59,142",0,7.4,89.3,3.2,0.1
Snootli Cr,Catch + Escapement,2014,,"3,118","7,834","1,602",,"12,554",0,24.8,62.4,12.8,0
Snootli Cr,Catch + Escapement,2015,,"7,004","38,505","1,508",,"47,017",0,14.9,81.9,3.2,0
Snootli Cr,Catch + Escapement,2016,,"12,143","15,604","1,115",,"28,862",0,42.1,54.1,3.9,0
Snootli Cr,Catch + Escapement,2017,,"4,589","18,975","1,953",,"25,517",0,18,74.4,7.7,0
Snootli Cr,Catch + Escapement,2018,,"13,365","15,839","1,125",,"30,329",0,44.1,52.2,3.7,0
Squakum Cr,Catch,1985,,"1,050",,,,"1,050",0,100,0,0,0
Squakum Cr,Catch,1986,,202,"8,788",,,"8,990",0,2.2,97.8,0,0
Squakum Cr,Catch,1987,,,113,444,,557,0,0,20.3,79.7,0
Squakum Cr,Catch,1988,,"1,709","20,666",,,"22,375",0,7.6,92.4,0,0
Squakum Cr,Catch,1989,,,"2,391",680,,"3,071",0,0,77.9,22.1,0
Squakum Cr,Catch,1990,,,,50,,50,0,0,0,100,0
Squakum Cr,Escapement,1985,,"4,557",,,,"4,557",0,100,0,0,0
Squakum Cr,Escapement,1986,,471,"18,162",,,"18,633",0,2.5,97.5,0,0
Squakum Cr,Escapement,1987,,"1,339","1,255",170,,"2,764",0,48.4,45.4,6.2,0
Squakum Cr,Escapement,1988,,,"18,045",33,,"18,078",0,0,99.8,0.2,0
Squakum Cr,Escapement,1989,,,"7,983","1,179",,"9,162",0,0,87.1,12.9,0
Squakum Cr,Catch + Escapement,1985,,"5,607",,,,"5,607",0,100,0,0,0
Squakum Cr,Catch + Escapement,1986,,673,"26,950",,,"27,623",0,2.4,97.6,0,0
Squakum Cr,Catch + Escapement,1987,,"1,339","1,368",614,,"3,321",0,40.3,41.2,18.5,0
Squakum Cr,Catch + Escapement,1988,,"1,709","38,711",33,,"40,453",0,4.2,95.7,0.1,0
Squakum Cr,Catch + Escapement,1989,,,"10,374","1,859",,"12,233",0,0,84.8,15.2,0
Squakum Cr,Catch + Escapement,1990,,,,50,,50,0,0,0,100,0
Stave R,Catch,1985,,"2,415",,,,"2,415",0,100,0,0,0
Stave R,Catch,1986,,730,"13,692",,,"14,422",0,5.1,94.9,0,0
Stave R,Catch,1987,,247,332,39,,618,0,40,53.7,6.3,0
Stave R,Catch,1988,,"22,198","29,302",563,105,"52,168",0,42.6,56.2,1.1,0.2
Stave R,Catch,1989,,"5,687","10,498","2,951",,"19,136",0,29.7,54.9,15.4,0
Stave R,Catch,1990,,,"34,006",311,,"34,317",0,0,99.1,0.9,0
Stave R,Catch,1991,,45,"2,715","1,946",,"4,706",0,1,57.7,41.4,0
Stave R,Catch,1992,,"3,573","23,860","2,490",,"29,923",0,11.9,79.7,8.3,0
Stave R,Catch,1993,,"3,102","30,635","2,302",,"36,039",0,8.6,85,6.4,0
Stave R,Catch,1994,,"4,469","16,310","2,580",,"23,359",0,19.1,69.8,11,0
Stave R,Catch,1995,,279,"4,956","1,919",63,"7,217",0,3.9,68.7,26.6,0.9
Stave R,Catch,1996,,309,185,,,494,0,62.6,37.4,0,0
Stave R,Catch,1997,,109,"1,256",,,"1,365",0,8,92,0,0
Stave R,Catch,1998,,"5,357","10,545",,,"15,902",0,33.7,66.3,0,0
Stave R,Catch,1999,,"1,255","1,063",416,,"2,734",0,45.9,38.9,15.2,0
Stave R,Catch,2000,,"1,083","5,801",,,"6,884",0,15.7,84.3,0,0
Stave R,Catch,2001,,,490,,,490,0,0,100,0,0
Stave R,Catch,2002,,,,417,,417,0,0,0,100,0
Stave R,Escapement,1985,,"14,747",,,,"14,747",0,100,0,0,0
Stave R,Escapement,1986,,439,"16,102",,,"16,541",0,2.7,97.3,0,0
Stave R,Escapement,1987,258,"2,651","1,031",118,,"4,058",6.4,65.3,25.4,2.9,0
Stave R,Escapement,1988,,"28,879","19,314",147,,"48,340",0,59.7,40,0.3,0
Stave R,Escapement,1989,,"22,618","45,426","1,629",,"69,673",0,32.5,65.2,2.3,0
Stave R,Escapement,1990,,94,"44,281",,,"44,375",0,0.2,99.8,0,0
Stave R,Escapement,1991,,"10,220","14,120","12,568",,"36,908",0,27.7,38.3,34.1,0
Stave R,Escapement,1992,,"12,915","42,359","2,622",,"57,896",0,22.3,73.2,4.5,0
Stave R,Escapement,1993,,"7,224","70,538","6,850",,"84,612",0,8.5,83.4,8.1,0
Stave R,Escapement,1994,,"2,359","23,613","1,788",,"27,760",0,8.5,85.1,6.4,0
Stave R,Escapement,1995,,"1,294","7,694","6,771",,"15,759",0,8.2,48.8,43,0
Stave R,Escapement,1996,,"19,909","4,126","1,801",,"25,836",0,77.1,16,7,0
Stave R,Escapement,1997,,"2,123","16,650",,,"18,773",0,11.3,88.7,0,0
Stave R,Escapement,1998,,"10,408","11,360","1,113",,"22,881",0,45.5,49.6,4.9,0
Stave R,Escapement,1999,,"4,762","9,385",,,"14,147",0,33.7,66.3,0,0
Stave R,Escapement,2000,,,"6,588",,,"6,588",0,0,100,0,0
Stave R,Escapement,2001,,,"6,634",,,"6,634",0,0,100,0,0
Stave R,Catch + Escapement,1985,,"17,162",,,,"17,162",0,100,0,0,0
Stave R,Catch + Escapement,1986,,"1,169","29,794",,,"30,963",0,3.8,96.2,0,0
Stave R,Catch + Escapement,1987,258,"2,898","1,363",157,,"4,676",5.5,62,29.1,3.4,0
Stave R,Catch + Escapement,1988,,"51,076","48,616",710,105,"100,507",0,50.8,48.4,0.7,0.1
Stave R,Catch + Escapement,1989,,"28,304","55,924","4,580",,"88,808",0,31.9,63,5.2,0
Stave R,Catch + Escapement,1990,,94,"78,286",311,,"78,691",0,0.1,99.5,0.4,0
Stave R,Catch + Escapement,1991,,"10,265","16,835","14,514",,"41,614",0,24.7,40.5,34.9,0
Stave R,Catch + Escapement,1992,,"16,487","66,219","5,111",,"87,817",0,18.8,75.4,5.8,0
Stave R,Catch + Escapement,1993,,"10,326","101,173","9,152",,"120,651",0,8.6,83.9,7.6,0
Stave R,Catch + Escapement,1994,,"6,828","39,922","4,368",,"51,118",0,13.4,78.1,8.5,0
Stave R,Catch + Escapement,1995,,"1,572","12,650","8,691",63,"22,976",0,6.8,55.1,37.8,0.3
Stave R,Catch + Escapement,1996,,"20,218","4,311","1,801",,"26,330",0,76.8,16.4,6.8,0
Stave R,Catch + Escapement,1997,,"2,232","17,906",,,"20,138",0,11.1,88.9,0,0
Stave R,Catch + Escapement,1998,,"15,765","21,905","1,113",,"38,783",0,40.6,56.5,2.9,0
Stave R,Catch + Escapement,1999,,"6,017","10,448",416,,"16,881",0,35.6,61.9,2.5,0
Stave R,Catch + Escapement,2000,,"1,083","12,389",,,"13,472",0,8,92,0,0
Stave R,Catch + Escapement,2001,,,"7,124",,,"7,124",0,0,100,0,0
Stave R,Catch + Escapement,2002,,,,417,,417,0,0,0,100,0
Sucwoa R,Catch,1981,,31,,,,31,0,100,0,0,0
Sucwoa R,Catch,1982,,"3,314",391,,,"3,705",0,89.4,10.6,0,0
Sucwoa R,Catch,1983,383,,,,,383,100,0,0,0,0
Sucwoa R,Catch,1984,,"7,196","4,173",156,5,"11,530",0,62.4,36.2,1.4,0
Sucwoa R,Catch,1985,,"16,383","13,888",136,,"30,407",0,53.9,45.7,0.4,0
Sucwoa R,Catch,1986,,"1,796","25,755","1,838",,"29,389",0,6.1,87.6,6.3,0
Sucwoa R,Catch,1987,,225,400,417,,"1,042",0,21.6,38.4,40,0
Sucwoa R,Catch,1992,,72,"1,419",199,,"1,690",0,4.3,84,11.8,0
Sucwoa R,Catch,1993,,431,962,59,,"1,452",0,29.7,66.3,4.1,0
Sucwoa R,Catch,1994,,"1,561","12,818",289,32,"14,700",0,10.6,87.2,2,0.2
Sucwoa R,Catch,1995,,,874,"1,773",,"2,647",0,0,33,67,0
Sucwoa R,Catch,1997,,"2,248","4,789",77,,"7,114",0,31.6,67.3,1.1,0
Sucwoa R,Catch,1998,,484,"11,942",337,,"12,763",0,3.8,93.6,2.6,0
Sucwoa R,Catch,1999,,827,"1,647","1,071",,"3,545",0,23.3,46.5,30.2,0
Sucwoa R,Catch,2000,,294,541,55,,890,0,33,60.8,6.2,0
Sucwoa R,Catch,2001,,"3,007","3,471",91,,"6,569",0,45.8,52.8,1.4,0
Sucwoa R,Catch,2003,,109,"1,744",530,,"2,383",0,4.6,73.2,22.2,0
Sucwoa R,Escapement,1981,,61,,,,61,0,100,0,0,0
Sucwoa R,Escapement,1982,,"9,303",79,,,"9,382",0,99.2,0.8,0,0
Sucwoa R,Escapement,1983,,"1,667","8,569",77,,"10,313",0,16.2,83.1,0.7,0
Sucwoa R,Escapement,1984,,"6,196","4,887",251,,"11,334",0,54.7,43.1,2.2,0
Sucwoa R,Escapement,1985,,"14,836","11,033",,,"25,869",0,57.4,42.6,0,0
Sucwoa R,Escapement,1986,,330,"16,370",303,,"17,003",0,1.9,96.3,1.8,0
Sucwoa R,Escapement,1987,,"1,064","2,075","2,687",,"5,826",0,18.3,35.6,46.1,0
Sucwoa R,Escapement,1988,,213,"7,825",421,110,"8,569",0,2.5,91.3,4.9,1.3
Sucwoa R,Escapement,1989,,"3,027","4,220",204,,"7,451",0,40.6,56.6,2.7,0
Sucwoa R,Escapement,1990,,154,"6,620",264,,"7,038",0,2.2,94.1,3.8,0
Sucwoa R,Escapement,1991,,"1,141","1,239","1,912",,"4,292",0,26.6,28.9,44.5,0
